Territory X Date,target
Brazil X 3/24/20,0
Brazil X 3/25/20,0
Brazil X 3/26/20,0
Brazil X 3/27/20,0
Brazil X 3/28/20,0
Brazil X 3/29/20,0
Brazil X 3/30/20,0
Brunei Darussalam X 3/24/20,0
Brunei Darussalam X 3/25/20,0
Brunei Darussalam X 3/26/20,0
Brunei Darussalam X 3/27/20,0
Brunei Darussalam X 3/28/20,0
Brunei Darussalam X 3/29/20,0
Brunei Darussalam X 3/30/20,0
Bulgaria X 3/24/20,0
Bulgaria X 3/25/20,0
Bulgaria X 3/26/20,0
Bulgaria X 3/27/20,0
Bulgaria X 3/28/20,0
Bulgaria X 3/29/20,0
Bulgaria X 3/30/20,0
Burkina Faso X 3/24/20,0
Burkina Faso X 3/25/20,0
Burkina Faso X 3/26/20,0
Burkina Faso X 3/27/20,0
Burkina Faso X 3/28/20,0
Burkina Faso X 3/29/20,0
Burkina Faso X 3/30/20,0
Burundi X 3/24/20,0
Burundi X 3/25/20,0
Burundi X 3/26/20,0
Burundi X 3/27/20,0
Burundi X 3/28/20,0
Burundi X 3/29/20,0
Burundi X 3/30/20,0
Cabo Verde X 3/24/20,0
Cabo Verde X 3/25/20,0
Cabo Verde X 3/26/20,0
Cabo Verde X 3/27/20,0
Cabo Verde X 3/28/20,0
Cabo Verde X 3/29/20,0
Cabo Verde X 3/30/20,0
Cambodia X 3/24/20,0
Cambodia X 3/25/20,0
Cambodia X 3/26/20,0
Cambodia X 3/27/20,0
Cambodia X 3/28/20,0
Cambodia X 3/29/20,0
Cambodia X 3/30/20,0
Cameroon X 3/24/20,0
Cameroon X 3/25/20,0
Cameroon X 3/26/20,0
Cameroon X 3/27/20,0
Cameroon X 3/28/20,0
Cameroon X 3/29/20,0
Cameroon X 3/30/20,0
Canada X 3/24/20,0
Canada X 3/25/20,0
Canada X 3/26/20,0
Canada X 3/27/20,0
Canada X 3/28/20,0
Canada X 3/29/20,0
Canada X 3/30/20,0
Cayman Islands X 3/24/20,0
Cayman Islands X 3/25/20,0
Cayman Islands X 3/26/20,0
Cayman Islands X 3/27/20,0
Cayman Islands X 3/28/20,0
Cayman Islands X 3/29/20,0
Cayman Islands X 3/30/20,0
Central African Republic (the) X 3/24/20,0
Central African Republic (the) X 3/25/20,0
Central African Republic (the) X 3/26/20,0
Central African Republic (the) X 3/27/20,0
Central African Republic (the) X 3/28/20,0
Central African Republic (the) X 3/29/20,0
Central African Republic (the) X 3/30/20,0
Chad X 3/24/20,0
Chad X 3/25/20,0
Chad X 3/26/20,0
Chad X 3/27/20,0
Chad X 3/28/20,0
Chad X 3/29/20,0
Chad X 3/30/20,0
Chile X 3/24/20,0
Chile X 3/25/20,0
Chile X 3/26/20,0
Chile X 3/27/20,0
Chile X 3/28/20,0
Chile X 3/29/20,0
Chile X 3/30/20,0
China X 3/24/20,0
China X 3/25/20,0
China X 3/26/20,0
China X 3/27/20,0
China X 3/28/20,0
China X 3/29/20,0
China X 3/30/20,0
Colombia X 3/24/20,0
Colombia X 3/25/20,0
Colombia X 3/26/20,0
Colombia X 3/27/20,0
Colombia X 3/28/20,0
Colombia X 3/29/20,0
Colombia X 3/30/20,0
Comoros (the) X 3/24/20,0
Comoros (the) X 3/25/20,0
Comoros (the) X 3/26/20,0
Comoros (the) X 3/27/20,0
Comoros (the) X 3/28/20,0
Comoros (the) X 3/29/20,0
Comoros (the) X 3/30/20,0
Congo (the) X 3/24/20,0
Congo (the) X 3/25/20,0
Congo (the) X 3/26/20,0
Congo (the) X 3/27/20,0
Congo (the) X 3/28/20,0
Congo (the) X 3/29/20,0
Congo (the) X 3/30/20,0
Costa Rica X 3/24/20,0
Costa Rica X 3/25/20,0
Costa Rica X 3/26/20,0
Costa Rica X 3/27/20,0
Costa Rica X 3/28/20,0
Costa Rica X 3/29/20,0
Costa Rica X 3/30/20,0
Croatia X 3/24/20,0
Croatia X 3/25/20,0
Croatia X 3/26/20,0
Croatia X 3/27/20,0
Croatia X 3/28/20,0
Croatia X 3/29/20,0
Croatia X 3/30/20,0
Cuba X 3/24/20,0
Cuba X 3/25/20,0
Cuba X 3/26/20,0
Cuba X 3/27/20,0
Cuba X 3/28/20,0
Cuba X 3/29/20,0
Cuba X 3/30/20,0
Curacao X 3/24/20,0
Curacao X 3/25/20,0
Curacao X 3/26/20,0
Curacao X 3/27/20,0
Curacao X 3/28/20,0
Curacao X 3/29/20,0
Curacao X 3/30/20,0
Cyprus X 3/24/20,0
Cyprus X 3/25/20,0
Cyprus X 3/26/20,0
Cyprus X 3/27/20,0
Cyprus X 3/28/20,0
Cyprus X 3/29/20,0
Cyprus X 3/30/20,0
Czechia X 3/24/20,0
Czechia X 3/25/20,0
Czechia X 3/26/20,0
Czechia X 3/27/20,0
Czechia X 3/28/20,0
Czechia X 3/29/20,0
Czechia X 3/30/20,0
Côte d'Ivoire X 3/24/20,0
Côte d'Ivoire X 3/25/20,0
Côte d'Ivoire X 3/26/20,0
Côte d'Ivoire X 3/27/20,0
Côte d'Ivoire X 3/28/20,0
Côte d'Ivoire X 3/29/20,0
Côte d'Ivoire X 3/30/20,0
Democratic People's Republic of Korea (the) X 3/24/20,0
Democratic People's Republic of Korea (the) X 3/25/20,0
Democratic People's Republic of Korea (the) X 3/26/20,0
Democratic People's Republic of Korea (the) X 3/27/20,0
Democratic People's Republic of Korea (the) X 3/28/20,0
Democratic People's Republic of Korea (the) X 3/29/20,0
Democratic People's Republic of Korea (the) X 3/30/20,0
Democratic Republic of the Congo (the) X 3/24/20,0
Democratic Republic of the Congo (the) X 3/25/20,0
Democratic Republic of the Congo (the) X 3/26/20,0
Democratic Republic of the Congo (the) X 3/27/20,0
Democratic Republic of the Congo (the) X 3/28/20,0
Democratic Republic of the Congo (the) X 3/29/20,0
Democratic Republic of the Congo (the) X 3/30/20,0
Denmark X 3/24/20,0
Denmark X 3/25/20,0
Denmark X 3/26/20,0
Denmark X 3/27/20,0
Denmark X 3/28/20,0
Denmark X 3/29/20,0
Denmark X 3/30/20,0
Djibouti X 3/24/20,0
Djibouti X 3/25/20,0
Djibouti X 3/26/20,0
Djibouti X 3/27/20,0
Djibouti X 3/28/20,0
Djibouti X 3/29/20,0
Djibouti X 3/30/20,0
Dominica X 3/24/20,0
Dominica X 3/25/20,0
Dominica X 3/26/20,0
Dominica X 3/27/20,0
Dominica X 3/28/20,0
Dominica X 3/29/20,0
Dominica X 3/30/20,0
Dominican Republic (the) X 3/24/20,0
Dominican Republic (the) X 3/25/20,0
Dominican Republic (the) X 3/26/20,0
Dominican Republic (the) X 3/27/20,0
Dominican Republic (the) X 3/28/20,0
Dominican Republic (the) X 3/29/20,0
Dominican Republic (the) X 3/30/20,0
Ecuador X 3/24/20,0
Ecuador X 3/25/20,0
Ecuador X 3/26/20,0
Ecuador X 3/27/20,0
Ecuador X 3/28/20,0
Ecuador X 3/29/20,0
Ecuador X 3/30/20,0
Egypt X 3/24/20,0
Egypt X 3/25/20,0
Egypt X 3/26/20,0
Egypt X 3/27/20,0
Egypt X 3/28/20,0
Egypt X 3/29/20,0
Egypt X 3/30/20,0
El Salvador X 3/24/20,0
El Salvador X 3/25/20,0
El Salvador X 3/26/20,0
El Salvador X 3/27/20,0
El Salvador X 3/28/20,0
El Salvador X 3/29/20,0
El Salvador X 3/30/20,0
Equatorial Guinea X 3/24/20,0
Equatorial Guinea X 3/25/20,0
Equatorial Guinea X 3/26/20,0
Equatorial Guinea X 3/27/20,0
Equatorial Guinea X 3/28/20,0
Equatorial Guinea X 3/29/20,0
Equatorial Guinea X 3/30/20,0
Eritrea X 3/24/20,0
Eritrea X 3/25/20,0
Eritrea X 3/26/20,0
Eritrea X 3/27/20,0
Eritrea X 3/28/20,0
Eritrea X 3/29/20,0
Eritrea X 3/30/20,0
Estonia X 3/24/20,0
Estonia X 3/25/20,0
Estonia X 3/26/20,0
Estonia X 3/27/20,0
Estonia X 3/28/20,0
Estonia X 3/29/20,0
Estonia X 3/30/20,0
Eswatini X 3/24/20,0
Eswatini X 3/25/20,0
Eswatini X 3/26/20,0
Eswatini X 3/27/20,0
Eswatini X 3/28/20,0
Eswatini X 3/29/20,0
Eswatini X 3/30/20,0
Ethiopia X 3/24/20,0
Ethiopia X 3/25/20,0
Ethiopia X 3/26/20,0
Ethiopia X 3/27/20,0
Ethiopia X 3/28/20,0
Ethiopia X 3/29/20,0
Ethiopia X 3/30/20,0
Faroe Islands X 3/24/20,0
Faroe Islands X 3/25/20,0
Faroe Islands X 3/26/20,0
Faroe Islands X 3/27/20,0
Faroe Islands X 3/28/20,0
Faroe Islands X 3/29/20,0
Faroe Islands X 3/30/20,0
Fiji X 3/24/20,0
Fiji X 3/25/20,0
Fiji X 3/26/20,0
Fiji X 3/27/20,0
Fiji X 3/28/20,0
Fiji X 3/29/20,0
Fiji X 3/30/20,0
Finland X 3/24/20,0
Finland X 3/25/20,0
Finland X 3/26/20,0
Finland X 3/27/20,0
Finland X 3/28/20,0
Finland X 3/29/20,0
Finland X 3/30/20,0
France X 3/24/20,0
France X 3/25/20,0
France X 3/26/20,0
France X 3/27/20,0
France X 3/28/20,0
France X 3/29/20,0
France X 3/30/20,0
French Guiana X 3/24/20,0
French Guiana X 3/25/20,0
French Guiana X 3/26/20,0
French Guiana X 3/27/20,0
French Guiana X 3/28/20,0
French Guiana X 3/29/20,0
French Guiana X 3/30/20,0
French Polynesia X 3/24/20,0
French Polynesia X 3/25/20,0
French Polynesia X 3/26/20,0
French Polynesia X 3/27/20,0
French Polynesia X 3/28/20,0
French Polynesia X 3/29/20,0
French Polynesia X 3/30/20,0
Gabon X 3/24/20,0
Gabon X 3/25/20,0
Gabon X 3/26/20,0
Gabon X 3/27/20,0
Gabon X 3/28/20,0
Gabon X 3/29/20,0
Gabon X 3/30/20,0
Gambia (the) X 3/24/20,0
Gambia (the) X 3/25/20,0
Gambia (the) X 3/26/20,0
Gambia (the) X 3/27/20,0
Gambia (the) X 3/28/20,0
Gambia (the) X 3/29/20,0
Gambia (the) X 3/30/20,0
Georgia X 3/24/20,0
Georgia X 3/25/20,0
Georgia X 3/26/20,0
Georgia X 3/27/20,0
Georgia X 3/28/20,0
Georgia X 3/29/20,0
Georgia X 3/30/20,0
Germany X 3/24/20,0
Germany X 3/25/20,0
Germany X 3/26/20,0
Germany X 3/27/20,0
Germany X 3/28/20,0
Germany X 3/29/20,0
Germany X 3/30/20,0
Ghana X 3/24/20,0
Ghana X 3/25/20,0
Ghana X 3/26/20,0
Ghana X 3/27/20,0
Ghana X 3/28/20,0
Ghana X 3/29/20,0
Ghana X 3/30/20,0
Greece X 3/24/20,0
Greece X 3/25/20,0
Greece X 3/26/20,0
Greece X 3/27/20,0
Greece X 3/28/20,0
Greece X 3/29/20,0
Greece X 3/30/20,0
Greenland X 3/24/20,0
Greenland X 3/25/20,0
Greenland X 3/26/20,0
Greenland X 3/27/20,0
Greenland X 3/28/20,0
Greenland X 3/29/20,0
Greenland X 3/30/20,0
Grenada X 3/24/20,0
Grenada X 3/25/20,0
Grenada X 3/26/20,0
Grenada X 3/27/20,0
Grenada X 3/28/20,0
Grenada X 3/29/20,0
Grenada X 3/30/20,0
Guadeloupe X 3/24/20,0
Guadeloupe X 3/25/20,0
Guadeloupe X 3/26/20,0
Guadeloupe X 3/27/20,0
Guadeloupe X 3/28/20,0
Guadeloupe X 3/29/20,0
Guadeloupe X 3/30/20,0
Guatemala X 3/24/20,0
Guatemala X 3/25/20,0
Guatemala X 3/26/20,0
Guatemala X 3/27/20,0
Guatemala X 3/28/20,0
Guatemala X 3/29/20,0
Guatemala X 3/30/20,0
Guinea X 3/24/20,0
Guinea X 3/25/20,0
Guinea X 3/26/20,0
Guinea X 3/27/20,0
Guinea X 3/28/20,0
Guinea X 3/29/20,0
Guinea X 3/30/20,0
Guinea-Bissau X 3/24/20,0
Guinea-Bissau X 3/25/20,0
Guinea-Bissau X 3/26/20,0
Guinea-Bissau X 3/27/20,0
Guinea-Bissau X 3/28/20,0
Guinea-Bissau X 3/29/20,0
Guinea-Bissau X 3/30/20,0
Guyana X 3/24/20,0
Guyana X 3/25/20,0
Guyana X 3/26/20,0
Guyana X 3/27/20,0
Guyana X 3/28/20,0
Guyana X 3/29/20,0
Guyana X 3/30/20,0
Haiti X 3/24/20,0
Haiti X 3/25/20,0
Haiti X 3/26/20,0
Haiti X 3/27/20,0
Haiti X 3/28/20,0
Haiti X 3/29/20,0
Haiti X 3/30/20,0
Honduras X 3/24/20,0
Honduras X 3/25/20,0
Honduras X 3/26/20,0
Honduras X 3/27/20,0
Honduras X 3/28/20,0
Honduras X 3/29/20,0
Honduras X 3/30/20,0
Hungary X 3/24/20,0
Hungary X 3/25/20,0
Hungary X 3/26/20,0
Hungary X 3/27/20,0
Hungary X 3/28/20,0
Hungary X 3/29/20,0
Hungary X 3/30/20,0
Iceland X 3/24/20,0
Iceland X 3/25/20,0
Iceland X 3/26/20,0
Iceland X 3/27/20,0
Iceland X 3/28/20,0
Iceland X 3/29/20,0
Iceland X 3/30/20,0
India X 3/24/20,0
India X 3/25/20,0
India X 3/26/20,0
India X 3/27/20,0
India X 3/28/20,0
India X 3/29/20,0
India X 3/30/20,0
Indonesia X 3/24/20,0
Indonesia X 3/25/20,0
Indonesia X 3/26/20,0
Indonesia X 3/27/20,0
Indonesia X 3/28/20,0
Indonesia X 3/29/20,0
Indonesia X 3/30/20,0
Iran (Islamic Republic of) X 3/24/20,0
Iran (Islamic Republic of) X 3/25/20,0
Iran (Islamic Republic of) X 3/26/20,0
Iran (Islamic Republic of) X 3/27/20,0
Iran (Islamic Republic of) X 3/28/20,0
Iran (Islamic Republic of) X 3/29/20,0
Iran (Islamic Republic of) X 3/30/20,0
Iraq X 3/24/20,0
Iraq X 3/25/20,0
Iraq X 3/26/20,0
Iraq X 3/27/20,0
Iraq X 3/28/20,0
Iraq X 3/29/20,0
Iraq X 3/30/20,0
Ireland X 3/24/20,0
Ireland X 3/25/20,0
Ireland X 3/26/20,0
Ireland X 3/27/20,0
Ireland X 3/28/20,0
Ireland X 3/29/20,0
Ireland X 3/30/20,0
Israel X 3/24/20,0
Israel X 3/25/20,0
Israel X 3/26/20,0
Israel X 3/27/20,0
Israel X 3/28/20,0
Israel X 3/29/20,0
Israel X 3/30/20,0
Italy X 3/24/20,0
Italy X 3/25/20,0
Italy X 3/26/20,0
Italy X 3/27/20,0
Italy X 3/28/20,0
Italy X 3/29/20,0
Italy X 3/30/20,0
Jamaica X 3/24/20,0
Jamaica X 3/25/20,0
Jamaica X 3/26/20,0
Jamaica X 3/27/20,0
Jamaica X 3/28/20,0
Jamaica X 3/29/20,0
Jamaica X 3/30/20,0
Japan X 3/24/20,0
Japan X 3/25/20,0
Japan X 3/26/20,0
Japan X 3/27/20,0
Japan X 3/28/20,0
Japan X 3/29/20,0
Japan X 3/30/20,0
Jordan X 3/24/20,0
Jordan X 3/25/20,0
Jordan X 3/26/20,0
Jordan X 3/27/20,0
Jordan X 3/28/20,0
Jordan X 3/29/20,0
Jordan X 3/30/20,0
Kazakhstan X 3/24/20,0
Kazakhstan X 3/25/20,0
Kazakhstan X 3/26/20,0
Kazakhstan X 3/27/20,0
Kazakhstan X 3/28/20,0
Kazakhstan X 3/29/20,0
Kazakhstan X 3/30/20,0
Kenya X 3/24/20,0
Kenya X 3/25/20,0
Kenya X 3/26/20,0
Kenya X 3/27/20,0
Kenya X 3/28/20,0
Kenya X 3/29/20,0
Kenya X 3/30/20,0
Kiribati X 3/24/20,0
Kiribati X 3/25/20,0
Kiribati X 3/26/20,0
Kiribati X 3/27/20,0
Kiribati X 3/28/20,0
Kiribati X 3/29/20,0
Kiribati X 3/30/20,0
Kuwait X 3/24/20,0
Kuwait X 3/25/20,0
Kuwait X 3/26/20,0
Kuwait X 3/27/20,0
Kuwait X 3/28/20,0
Kuwait X 3/29/20,0
Kuwait X 3/30/20,0
Kyrgyzstan X 3/24/20,0
Kyrgyzstan X 3/25/20,0
Kyrgyzstan X 3/26/20,0
Kyrgyzstan X 3/27/20,0
Kyrgyzstan X 3/28/20,0
Kyrgyzstan X 3/29/20,0
Kyrgyzstan X 3/30/20,0
Lao People's Democratic Republic (the) X 3/24/20,0
Lao People's Democratic Republic (the) X 3/25/20,0
Lao People's Democratic Republic (the) X 3/26/20,0
Lao People's Democratic Republic (the) X 3/27/20,0
Lao People's Democratic Republic (the) X 3/28/20,0
Lao People's Democratic Republic (the) X 3/29/20,0
Lao People's Democratic Republic (the) X 3/30/20,0
Latvia X 3/24/20,0
Latvia X 3/25/20,0
Latvia X 3/26/20,0
Latvia X 3/27/20,0
Latvia X 3/28/20,0
Latvia X 3/29/20,0
Latvia X 3/30/20,0
Lebanon X 3/24/20,0
Lebanon X 3/25/20,0
Lebanon X 3/26/20,0
Lebanon X 3/27/20,0
Lebanon X 3/28/20,0
Lebanon X 3/29/20,0
Lebanon X 3/30/20,0
Lesotho X 3/24/20,0
Lesotho X 3/25/20,0
Lesotho X 3/26/20,0
Lesotho X 3/27/20,0
Lesotho X 3/28/20,0
Lesotho X 3/29/20,0
Lesotho X 3/30/20,0
Liberia X 3/24/20,0
Liberia X 3/25/20,0
Liberia X 3/26/20,0
Liberia X 3/27/20,0
Liberia X 3/28/20,0
Liberia X 3/29/20,0
Liberia X 3/30/20,0
Libya X 3/24/20,0
Libya X 3/25/20,0
Libya X 3/26/20,0
Libya X 3/27/20,0
Libya X 3/28/20,0
Libya X 3/29/20,0
Libya X 3/30/20,0
Liechtenstein X 3/24/20,0
Liechtenstein X 3/25/20,0
Liechtenstein X 3/26/20,0
Liechtenstein X 3/27/20,0
Liechtenstein X 3/28/20,0
Liechtenstein X 3/29/20,0
Liechtenstein X 3/30/20,0
Lithuania X 3/24/20,0
Lithuania X 3/25/20,0
Lithuania X 3/26/20,0
Lithuania X 3/27/20,0
Lithuania X 3/28/20,0
Lithuania X 3/29/20,0
Lithuania X 3/30/20,0
Luxembourg X 3/24/20,0
Luxembourg X 3/25/20,0
Luxembourg X 3/26/20,0
Luxembourg X 3/27/20,0
Luxembourg X 3/28/20,0
Luxembourg X 3/29/20,0
Luxembourg X 3/30/20,0
Madagascar X 3/24/20,0
Madagascar X 3/25/20,0
Madagascar X 3/26/20,0
Madagascar X 3/27/20,0
Madagascar X 3/28/20,0
Madagascar X 3/29/20,0
Madagascar X 3/30/20,0
Malawi X 3/24/20,0
Malawi X 3/25/20,0
Malawi X 3/26/20,0
Malawi X 3/27/20,0
Malawi X 3/28/20,0
Malawi X 3/29/20,0
Malawi X 3/30/20,0
Malaysia X 3/24/20,0
Malaysia X 3/25/20,0
Malaysia X 3/26/20,0
Malaysia X 3/27/20,0
Malaysia X 3/28/20,0
Malaysia X 3/29/20,0
Malaysia X 3/30/20,0
Maldives X 3/24/20,0
Maldives X 3/25/20,0
Maldives X 3/26/20,0
Maldives X 3/27/20,0
Maldives X 3/28/20,0
Maldives X 3/29/20,0
Maldives X 3/30/20,0
Mali X 3/24/20,0
Mali X 3/25/20,0
Mali X 3/26/20,0
Mali X 3/27/20,0
Mali X 3/28/20,0
Mali X 3/29/20,0
Mali X 3/30/20,0
Malta X 3/24/20,0
Malta X 3/25/20,0
Malta X 3/26/20,0
Malta X 3/27/20,0
Malta X 3/28/20,0
Malta X 3/29/20,0
Malta X 3/30/20,0
Marshall Islands (the) X 3/24/20,0
Marshall Islands (the) X 3/25/20,0
Marshall Islands (the) X 3/26/20,0
Marshall Islands (the) X 3/27/20,0
Marshall Islands (the) X 3/28/20,0
Marshall Islands (the) X 3/29/20,0
Marshall Islands (the) X 3/30/20,0
Mauritania X 3/24/20,0
Mauritania X 3/25/20,0
Mauritania X 3/26/20,0
Mauritania X 3/27/20,0
Mauritania X 3/28/20,0
Mauritania X 3/29/20,0
Mauritania X 3/30/20,0
Mauritius X 3/24/20,0
Mauritius X 3/25/20,0
Mauritius X 3/26/20,0
Mauritius X 3/27/20,0
Mauritius X 3/28/20,0
Mauritius X 3/29/20,0
Mauritius X 3/30/20,0
Mayotte X 3/24/20,0
Mayotte X 3/25/20,0
Mayotte X 3/26/20,0
Mayotte X 3/27/20,0
Mayotte X 3/28/20,0
Mayotte X 3/29/20,0
Mayotte X 3/30/20,0
Mexico X 3/24/20,0
Mexico X 3/25/20,0
Mexico X 3/26/20,0
Mexico X 3/27/20,0
Mexico X 3/28/20,0
Mexico X 3/29/20,0
Mexico X 3/30/20,0
Micronesia (Federated States of) X 3/24/20,0
Micronesia (Federated States of) X 3/25/20,0
Micronesia (Federated States of) X 3/26/20,0
Micronesia (Federated States of) X 3/27/20,0
Micronesia (Federated States of) X 3/28/20,0
Micronesia (Federated States of) X 3/29/20,0
Micronesia (Federated States of) X 3/30/20,0
Monaco X 3/24/20,0
Monaco X 3/25/20,0
Monaco X 3/26/20,0
Monaco X 3/27/20,0
Monaco X 3/28/20,0
Monaco X 3/29/20,0
Monaco X 3/30/20,0
Mongolia X 3/24/20,0
Mongolia X 3/25/20,0
Mongolia X 3/26/20,0
Mongolia X 3/27/20,0
Mongolia X 3/28/20,0
Mongolia X 3/29/20,0
Mongolia X 3/30/20,0
Montenegro X 3/24/20,0
Montenegro X 3/25/20,0
Montenegro X 3/26/20,0
Montenegro X 3/27/20,0
Montenegro X 3/28/20,0
Montenegro X 3/29/20,0
Montenegro X 3/30/20,0
Montserrat X 3/24/20,0
Montserrat X 3/25/20,0
Montserrat X 3/26/20,0
Montserrat X 3/27/20,0
Montserrat X 3/28/20,0
Montserrat X 3/29/20,0
Montserrat X 3/30/20,0
Morocco X 3/24/20,0
Morocco X 3/25/20,0
Morocco X 3/26/20,0
Morocco X 3/27/20,0
Morocco X 3/28/20,0
Morocco X 3/29/20,0
Morocco X 3/30/20,0
Mozambique X 3/24/20,0
Mozambique X 3/25/20,0
Mozambique X 3/26/20,0
Mozambique X 3/27/20,0
Mozambique X 3/28/20,0
Mozambique X 3/29/20,0
Mozambique X 3/30/20,0
Myanmar X 3/24/20,0
Myanmar X 3/25/20,0
Myanmar X 3/26/20,0
Myanmar X 3/27/20,0
Myanmar X 3/28/20,0
Myanmar X 3/29/20,0
Myanmar X 3/30/20,0
Namibia X 3/24/20,0
Namibia X 3/25/20,0
Namibia X 3/26/20,0
Namibia X 3/27/20,0
Namibia X 3/28/20,0
Namibia X 3/29/20,0
Namibia X 3/30/20,0
Nauru X 3/24/20,0
Nauru X 3/25/20,0
Nauru X 3/26/20,0
